Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group
SVM,A5_Promedio,Promedio,All-16,3class,Mes 1,0.38877551020408163,0.36756394471543424,0.11159876505841748,16.29591836734694,980,1,A
kNN,A5_Promedio,Promedio,All-16,3class,Mes 1,0.42653061224489797,0.39076338886464973,0.13086566259736643,15.60204081632653,980,1,A
RandomForest,A5_Promedio,Promedio,All-16,3class,Mes 1,0.4051020408163265,0.361363397207577,0.07473505558002747,16.489795918367346,980,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,3class,Mes 1,0.413265306122449,0.38554143037755967,0.13780968468468457,15.714285714285714,980,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,3class,Mes 1,0.4153061224489796,0.37985709042750354,0.12435598358303923,15.826530612244898,980,1,A
MLP,A5_Promedio,Promedio,All-16,3class,Mes 1,0.373469387755102,0.3530579876635204,0.09129898999661712,16.6734693877551,980,1,A
DecisionTree,A5_Promedio,Promedio,All-16,3class,Mes 1,0.4020408163265306,0.3631353427129018,0.07488788081859887,16.571428571428573,980,1,A
SVM,A5_Promedio,Promedio,All-16,2class,Mes 1,0.5977272727272728,0.5977251948615436,0.1961520994178605,12.068181818181818,880,1,A
kNN,A5_Promedio,Promedio,All-16,2class,Mes 1,0.6215909090909091,0.6180271776322221,0.24770491466595468,11.352272727272727,880,1,A
RandomForest,A5_Promedio,Promedio,All-16,2class,Mes 1,0.575,0.574945111713806,0.15010535883981324,12.75,880,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,2class,Mes 1,0.6125,0.6109803921568627,0.22292888069441275,11.625,880,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,2class,Mes 1,0.5784090909090909,0.5780685599819069,0.15613821054155208,12.647727272727273,880,1,A
MLP,A5_Promedio,Promedio,All-16,2class,Mes 1,0.5579545454545455,0.5569929042769752,0.11880392924071748,13.261363636363637,880,1,A
DecisionTree,A5_Promedio,Promedio,All-16,2class,Mes 1,0.5727272727272728,0.5726478064102829,0.1454545454545455,12.818181818181818,880,1,A
SVM,A6_HO,Hurst Original,All-16,3class,Mes 1,0.3704081632653061,0.35058998983863504,0.08758661483860075,16.857142857142858,980,1,A
kNN,A6_HO,Hurst Original,All-16,3class,Mes 1,0.4163265306122449,0.38534657349272816,0.12209484432750739,15.96938775510204,980,1,A
RandomForest,A6_HO,Hurst Original,All-16,3class,Mes 1,0.3948979591836735,0.3547834078577614,0.05565883209401479,16.6734693877551,980,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,3class,Mes 1,0.386734693877551,0.3715991422437415,0.12685752914526993,16.377551020408163,980,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,3class,Mes 1,0.4173469387755102,0.38941376002254574,0.13449521759035832,15.785714285714286,980,1,A
MLP,A6_HO,Hurst Original,All-16,3class,Mes 1,0.3693877551020408,0.3517195648586684,0.0966313855112585,16.8265306122449,980,1,A
DecisionTree,A6_HO,Hurst Original,All-16,3class,Mes 1,0.38979591836734695,0.3570386962778491,0.0655534862361915,16.73469387755102,980,1,A
SVM,A6_HO,Hurst Original,All-16,2class,Mes 1,0.5613636363636364,0.5580674035679344,0.11923332227016259,13.159090909090908,880,1,A
kNN,A6_HO,Hurst Original,All-16,2class,Mes 1,0.5579545454545455,0.5576523735868123,0.11782290485516955,13.261363636363637,880,1,A
RandomForest,A6_HO,Hurst Original,All-16,2class,Mes 1,0.5443181818181818,0.5426592585968473,0.08631439401785523,13.670454545454545,880,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,2class,Mes 1,0.575,0.5687427604027444,0.14501849619684926,12.75,880,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,2class,Mes 1,0.5806818181818182,0.5791552778609392,0.15922696107877454,12.579545454545455,880,1,A
MLP,A6_HO,Hurst Original,All-16,2class,Mes 1,0.575,0.5744372724263489,0.1489449731071576,12.75,880,1,A
DecisionTree,A6_HO,Hurst Original,All-16,2class,Mes 1,0.5409090909090909,0.5398609435749823,0.0801076381701511,13.772727272727273,880,1,A
SVM,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.3357142857142857,0.32627524513538747,0.0682070456271544,18.275510204081634,980,1,A
kNN,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.3448979591836735,0.32098003340173403,0.032204474416086204,18.306122448979593,980,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.3989795918367347,0.3562954119426518,0.06085671890456623,17.26530612244898,980,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.3448979591836735,0.3371557581000884,0.08477830792505514,18.081632653061224,980,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.39387755102040817,0.36706162255664626,0.10171102661596965,16.591836734693878,980,1,A
MLP,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.32653061224489793,0.31445883543329084,0.06088835199553966,18.285714285714285,980,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,3class,Mes 1,0.37448979591836734,0.3443722924772549,0.05422680672057245,17.775510204081634,980,1,A
SVM,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5465909090909091,0.5392603653951887,0.08758289503773142,13.602272727272727,880,1,A
kNN,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5352272727272728,0.5342161898439148,0.07349821866183404,13.943181818181818,880,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5352272727272728,0.5351546406398727,0.07051215833729307,13.943181818181818,880,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5727272727272728,0.5609714673913043,0.1384051329055912,12.818181818181818,880,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5784090909090909,0.5742477808017673,0.15288012454592625,12.647727272727273,880,1,A
MLP,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5613636363636364,0.559580117832545,0.12032816773017319,13.159090909090908,880,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,2class,Mes 1,0.5454545454545454,0.5451162021338185,0.09023240426763712,13.636363636363637,880,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.3826530612244898,0.35336188395858303,0.07236463313890895,17.285714285714285,980,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.3846938775510204,0.3482250825825461,0.0582089171649689,17.1734693877551,980,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.3479591836734694,0.3147162598515654,-0.010566880543255053,18.418367346938776,980,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.4010204081632653,0.37381938813225846,0.11562680638059752,16.928571428571427,980,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.3846938775510204,0.36234172212921195,0.09183397469786214,17.357142857142858,980,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.37857142857142856,0.358907795843633,0.08173627266349093,17.56122448979592,980,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,3class,Mes 1,0.3704081632653061,0.33404929577464787,0.01861301547730343,17.775510204081634,980,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5818181818181818,0.580863433751469,0.16642642395288498,12.545454545454545,880,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5670454545454545,0.5645210939965788,0.13831033986471197,12.988636363636363,880,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5181818181818182,0.5175438596491229,0.03516756309474556,14.454545454545455,880,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5852272727272727,0.5852267371213031,0.17112244265984022,12.443181818181818,880,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5602272727272727,0.5592705757202813,0.11887069732784128,13.193181818181818,880,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5511363636363636,0.5505786493828214,0.10465906983453199,13.465909090909092,880,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,2class,Mes 1,0.5261363636363636,0.5261210653753027,0.052683752917122684,14.215909090909092,880,1,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.4683673469387755,0.43018574228637085,0.18997728166922623,14.275510204081632,980,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.44387755102040816,0.41508188982803,0.17740663619225971,15.275510204081632,980,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.5112244897959184,0.4408728037913625,0.1972323309710784,13.73469387755102,980,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.39693877551020407,0.3787995636286426,0.12857039685118976,16.520408163265305,980,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.4387755102040816,0.3994320841079923,0.14007657945118068,15.428571428571429,980,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.4030612244897959,0.3714930578755884,0.08482855500925879,16.357142857142858,980,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mes 1,0.45714285714285713,0.4041408671762852,0.12170995000067386,15.33673469387755,980,7,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.634090909090909,0.6340228554896572,0.26926885624690533,10.977272727272727,880,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.6420454545454546,0.64053732667143,0.2871397123871047,10.738636363636363,880,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.6306818181818182,0.6297979033099432,0.2599416233672138,11.079545454545455,880,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.5931818181818181,0.5921622237411711,0.18474660483603844,12.204545454545455,880,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.6079545454545454,0.6067352418850284,0.21410673238211597,11.761363636363637,880,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.553409090909091,0.5512528562475427,0.10409715458106239,13.397727272727273,880,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mes 1,0.5522727272727272,0.5518815494931009,0.1037677323297076,13.431818181818182,880,7,A
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.5867346938775511,0.5288152642127165,0.36650067036966094,10.785714285714286,980,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.4826530612244898,0.4513626933979445,0.24659736037653457,13.918367346938776,980,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.610204081632653,0.5117982793938025,0.35729099424521693,11.071428571428571,980,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.44693877551020406,0.4218098264612345,0.20009879041973888,14.653061224489797,980,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.5959183673469388,0.5176031602298257,0.3605409894412148,10.581632653061224,980,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.5102040816326531,0.4457694679938951,0.2287816586440723,13.66326530612245,980,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mes 1,0.563265306122449,0.4762721604990272,0.2880904856952762,12.5,980,16,B
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.7477272727272727,0.7454075356033278,0.4931927610825171,7.568181818181818,880,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.7045454545454546,0.7035101905413531,0.4076222038111019,8.863636363636363,880,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.7636363636363637,0.7635374304331874,0.5270968542019759,7.090909090909091,880,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.6545454545454545,0.6488575268817205,0.30478170478170474,10.363636363636363,880,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.7931818181818182,0.7927096329966504,0.5855930449182364,6.204545454545454,880,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.6897727272727273,0.6883719301249547,0.3777326509044945,9.306818181818182,880,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mes 1,0.6863636363636364,0.6861674910455398,0.37233822617324797,9.409090909090908,880,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.5836734693877551,0.5056848091867412,0.3480217586976089,11.214285714285714,980,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.5112244897959184,0.4632934751829508,0.26353013530135316,12.755102040816327,980,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.639795918367347,0.5150283760716898,0.3956408715461699,10.071428571428571,980,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.45,0.41962179693813795,0.19571837505329193,14.418367346938776,980,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.5979591836734693,0.502690134213475,0.35193017791205106,10.86734693877551,980,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.4959183673469388,0.4363182096486673,0.212218649517685,13.60204081632653,980,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,3class,Mes 1,0.5408163265306123,0.44761815464092725,0.24254915701389168,13.112244897959183,980,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.7806818181818181,0.7796229039587169,0.5600273558120739,6.579545454545454,880,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.7386363636363636,0.7381480963987601,0.47642895575514266,7.840909090909091,880,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.7806818181818181,0.7804751632153719,0.560955433771068,6.579545454545454,880,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.6670454545454545,0.6663211335556651,0.33289176826113054,9.988636363636363,880,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.7852272727272728,0.784559306423972,0.5694671664354201,6.443181818181818,880,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.678409090909091,0.6778995699550554,0.35589993999710334,9.647727272727273,880,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,2class,Mes 1,0.6909090909090909,0.6908068783068784,0.381664875588989,9.272727272727273,880,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.5867346938775511,0.5288152642127165,0.36650067036966094,10.785714285714286,980,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.4826530612244898,0.4513626933979445,0.24659736037653457,13.918367346938776,980,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.610204081632653,0.5117982793938025,0.35729099424521693,11.071428571428571,980,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.44693877551020406,0.4218098264612345,0.20009879041973888,14.653061224489797,980,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.5959183673469388,0.5176031602298257,0.3605409894412148,10.581632653061224,980,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.5102040816326531,0.4457694679938951,0.2287816586440723,13.66326530612245,980,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,3class,Mes 1,0.563265306122449,0.4762721604990272,0.2880904856952762,12.5,980,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.7477272727272727,0.7454075356033278,0.4931927610825171,7.568181818181818,880,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.7045454545454546,0.7035101905413531,0.4076222038111019,8.863636363636363,880,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.7636363636363637,0.7635374304331874,0.5270968542019759,7.090909090909091,880,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.6545454545454545,0.6488575268817205,0.30478170478170474,10.363636363636363,880,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.7931818181818182,0.7927096329966504,0.5855930449182364,6.204545454545454,880,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.6897727272727273,0.6883719301249547,0.3777326509044945,9.306818181818182,880,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,2class,Mes 1,0.6863636363636364,0.6861674910455398,0.37233822617324797,9.409090909090908,880,16,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.610204081632653,0.5335326662742218,0.3838709677419355,10.46938775510204,980,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.5244897959183673,0.48643303959381745,0.29193386338547034,12.60204081632653,980,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.6346938775510204,0.5129569239354663,0.38461214638527164,10.285714285714286,980,48,B
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.45,0.42125824245575744,0.1969606674612635,14.510204081632653,980,48,B
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.6459183673469387,0.5558635610886972,0.4268059170161411,9.275510204081632,980,48,B
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.5081632653061224,0.4517065457556803,0.2359502581555144,13.316326530612244,980,48,B
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mes 1,0.5387755102040817,0.44717385332548404,0.24718902530217124,12.928571428571429,980,48,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.7931818181818182,0.7917089335226888,0.5847679097357614,6.204545454545454,880,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.7556818181818182,0.754792370569382,0.5101186900594485,7.329545454545454,880,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.7784090909090909,0.7782828289353829,0.5565708142972319,6.6477272727272725,880,48,B
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.6670454545454545,0.6627774820526837,0.33048048359957627,9.988636363636363,880,48,B
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.8204545454545454,0.820245636716225,0.6405080047987424,5.386363636363637,880,48,B
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.7204545454545455,0.7195491643995335,0.43958911485730856,8.386363636363637,880,48,B
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mes 1,0.6977272727272728,0.6970371559181814,0.39432829641896083,9.068181818181818,880,48,B
SVM,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.6989795918367347,0.6113998098290065,0.501007994918601,8.193877551020408,980,64,B
kNN,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.5724489795918367,0.5265183397192991,0.34996390623219065,11.39795918367347,980,64,B
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.7306122448979592,0.6143815237600858,0.5411073587422313,7.448979591836735,980,64,B
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.47653061224489796,0.44636030018367473,0.23464541036914344,14.13265306122449,980,64,B
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.7479591836734694,0.6265568934937172,0.5757560886695363,6.622448979591836,980,64,B
MLP,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.5724489795918367,0.5053968840724578,0.3184413549509355,11.704081632653061,980,64,B
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mes 1,0.6081632653061224,0.5212800122797777,0.35102919264941235,10.591836734693878,980,64,B
SVM,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.8295454545454546,0.8290784219276847,0.6583709470371444,5.113636363636363,880,64,B
kNN,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.7681818181818182,0.7680368412075729,0.5360760802150093,6.954545454545454,880,64,B
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.8409090909090909,0.8407239819004525,0.6814627890621767,4.7727272727272725,880,64,B
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.7045454545454546,0.7044706563128065,0.4100416683856595,8.863636363636363,880,64,B
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.8829545454545454,0.8826744124336128,0.7654584221748401,3.5113636363636362,880,64,B
MLP,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.7102272727272727,0.7096570097000954,0.4194830191022165,8.693181818181818,880,64,B
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mes 1,0.7420454545454546,0.7420051428490247,0.484122884945148,7.738636363636363,880,64,B
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.6948979591836735,0.6089127439919158,0.497254821220232,8.39795918367347,980,112,B
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.5479591836734694,0.51277795862105,0.3277735110494501,11.693877551020408,980,112,B
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.7112244897959183,0.5921710151095487,0.5082833354609024,7.887755102040816,980,112,B
NaiveBayes,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.4775510204081633,0.4472267464055532,0.2334486256584496,13.928571428571429,980,112,B
LogisticRegression,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.7448979591836735,0.6304789740771539,0.5715045263113709,6.561224489795919,980,112,B
MLP,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.5775510204081633,0.5157514340982475,0.33017671764799106,11.387755102040817,980,112,B
DecisionTree,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mes 1,0.5663265306122449,0.47002657261913683,0.27406648261245437,12.0,980,112,B
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mes 1,0.821590909090909,0.8208912655971479,0.6422282529883367,5.3522727272727275,880,112,B
